19-3-6 下午12:59
项目统计

     	     片段	     词汇	 字符（无空白）	 字符（含空白）	#Files	
总共：  	1006522	4257057	36375270	38044126	  6142	
剩余：  	 973565	4153753	35750194	37347858	  6142	
独特：  	 251106	1495192	12745031	13643919	  5825	
剩余独特：	 250293	1486339	12700482	13591289	  5824	


单文件统计：

文件名                                                                                                                                               	  总片段	 剩余片段	 独特片段	剩余独特片段	  总计词汇	  剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
4.0.1/d9/d20/moments_8markdown.html                                                                                                               	   17	   16	    2	     2	    59	    55	   23	    23	     517	      493	      239	        239	     542	      515	      244	        244	
4.0.1/d9/d21/structcvflann_1_1Datatype_3_01unsigned_01char_01_4-members.html                                                                      	   28	   27	    3	     3	   120	   116	   26	    26	     848	      824	      166	        166	     896	      869	      189	        189	
4.0.1/d9/d22/feature__flann__matcher_8markdown.html                                                                                               	   17	   16	    2	     2	    57	    53	   21	    21	     545	      521	      267	        267	     570	      543	      272	        272	
4.0.1/d9/d22/highgui__winrt_8hpp.html                                                                                                             	   39	   35	    2	     2	   115	    96	   11	    11	    1055	      949	       99	         99	    1107	      986	      104	        104	
4.0.1/d9/d23/classcv_1_1dnn_1_1LayerFactory-members.html                                                                                          	   44	   43	    6	     6	   177	   173	   38	    38	    1371	     1347	      276	        276	    1418	     1391	      301	        301	
4.0.1/d9/d23/structcv_1_1cudev_1_1Int2Type.html                                                                                                   	   44	   43	    9	     9	   157	   153	   44	    44	    1238	     1214	      378	        378	    1302	     1275	      394	        394	
4.0.1/d9/d23/structcv_1_1cudev_1_1log2__func.html                                                                                                 	   57	   53	    9	     9	   262	   251	   65	    65	    1969	     1892	      472	        472	    2058	     1974	      493	        493	
4.0.1/d9/d23/structcv_1_1datasets_1_1SLAM__kittiObj-members.html                                                                                  	   49	   48	   11	    11	   212	   208	   79	    79	    1699	     1675	      712	        712	    1735	     1708	      726	        726	
4.0.1/d9/d23/structcv_1_1detail_1_1OCVCallHelper.html                                                                                             	   27	   26	    2	     2	    96	    92	   19	    19	     742	      718	      159	        159	     788	      761	      174	        174	
4.0.1/d9/d24/group__stitching__seam.html                                                                                                          	   64	   57	    1	     1	   227	   216	    3	     3	    1717	     1639	       21	         21	    1776	     1694	       23	         23	
4.0.1/d9/d25/group__surface__matching.html                                                                                                        	 1062	 1041	  444	   444	  6273	  6221	 3998	  3998	   41973	    41667	    23824	      23824	   45974	    45636	    27098	      27098	
4.0.1/d9/d26/classcv_1_1viz_1_1Widget3D.html                                                                                                      	  415	  394	   23	    23	  1628	  1589	   75	    75	   12211	    11937	      690	        690	   12648	    12356	      710	        710	
4.0.1/d9/d26/structNCVMemSegment-members.html                                                                                                     	   31	   30	    2	     2	    85	    81	   16	    16	     810	      786	       99	         99	     846	      819	      113	        113	
4.0.1/d9/d29/classcv_1_1reg_1_1MapShift-members.html                                                                                              	   77	   76	    5	     5	   328	   324	   25	    25	    2412	     2388	      153	        153	    2469	     2442	      168	        168	
4.0.1/d9/d29/classcv_1_1SparseMatConstIterator__.html                                                                                             	  274	  257	   29	    29	  1071	  1016	  115	   115	   10523	    10149	     1338	       1338	   10921	    10509	     1412	       1412	
4.0.1/d9/d29/group__gapi__compile__args.html                                                                                                      	  179	  165	   47	    47	   959	   907	  358	   358	    7483	     7138	     2367	       2367	    7959	     7576	     2644	       2644	
4.0.1/d9/d29/namespacecv_1_1ximgproc.html                                                                                                         	 1139	 1087	  431	   431	  5675	  5613	 2518	  2518	   56680	    55863	    23378	      23378	   59184	    58357	    25247	      25247	
4.0.1/d9/d2a/20-kernel-api_8markdown.html                                                                                                         	   17	   16	    2	     2	    49	    45	   13	    13	     373	      349	       95	         95	     398	      371	      100	        100	
4.0.1/d9/d2b/classcv_1_1dnn_1_1Dict.html                                                                                                          	  237	  225	   59	    59	   966	   936	  267	   267	    8032	     7845	     2355	       2355	    8447	     8242	     2511	       2511	
4.0.1/d9/d2c/py__table__of__contents__setup_8markdown.html                                                                                        	   17	   16	    2	     2	    55	    51	   19	    19	     513	      489	      235	        235	     538	      511	      240	        240	
4.0.1/d9/d2d/structcv_1_1datasets_1_1FR__lfwObj.html                                                                                              	   57	   56	   17	    17	   212	   208	   72	    72	    1686	     1662	      627	        627	    1748	     1721	      642	        642	
4.0.1/d9/d2e/classcv_1_1datasets_1_1Dataset.html                                                                                                  	  234	  228	   45	    45	  1182	  1158	  276	   276	    9809	     9652	     2466	       2466	    9996	     9821	     2546	       2546	
4.0.1/d9/d2e/structcv_1_1cudev_1_1LinearInterPtrSz.html                                                                                           	   84	   83	   12	    12	   343	   339	   75	    75	    2919	     2895	      639	        639	    3025	     2998	      680	        680	
4.0.1/d9/d2e/structcv_1_1graph__dump__path.html                                                                                                   	   46	   43	    8	     8	   201	   194	   53	    53	    1393	     1343	      356	        356	    1501	     1447	      391	        391	
4.0.1/d9/d30/classcv_1_1cuda_1_1FarnebackOpticalFlow.html                                                                                         	  362	  328	   92	    92	  1270	  1155	  388	   388	   11338	    10678	     4070	       4070	   11780	    11038	     4181	       4181	
4.0.1/d9/d30/classcv_1_1ParallelLoopBodyLambdaWrapper-members.html                                                                                	   38	   37	    3	     3	   130	   126	   25	    25	    1283	     1259	      209	        209	    1327	     1300	      227	        227	
4.0.1/d9/d30/structcv_1_1cudev_1_1exp2__func_3_01ushort_01_4.html                                                                                 	   67	   63	   10	    10	   304	   293	   91	    91	    2356	     2279	      581	        581	    2446	     2362	      604	        604	
4.0.1/d9/d31/classcv_1_1videostab_1_1FromFileMotionReader-members.html                                                                            	   54	   53	    5	     5	   225	   221	   33	    33	    2148	     2124	      297	        297	    2197	     2170	      313	        313	
4.0.1/d9/d31/group__objdetect__c.html                                                                                                             	   19	   17	    0	     0	    47	    41	    0	     0	     342	      303	        0	          0	     366	      323	        0	          0	
4.0.1/d9/d31/structcv_1_1cudev_1_1ConvertTuple-members.html                                                                                       	   29	   28	    4	     4	   110	   106	   33	    33	     811	      787	      242	        242	     857	      830	      262	        262	
4.0.1/d9/d33/structcv_1_1cudev_1_1sqrt__func_3_01uchar_01_4.html                                                                                  	   67	   63	    7	     7	   299	   288	   57	    57	    2342	     2265	      394	        394	    2432	     2348	      415	        415	
4.0.1/d9/d33/structcv_1_1cudev_1_1VecTraits_3_01uchar_01_4-members.html                                                                           	   48	   47	    9	     9	   263	   259	   92	    92	    1710	     1686	      673	        673	    1769	     1742	      694	        694	
4.0.1/d9/d35/facemark__add__algorithm_8markdown.html                                                                                              	   17	   16	    2	     2	    57	    53	   21	    21	     561	      537	      283	        283	     586	      559	      288	        288	
4.0.1/d9/d35/structcv_1_1cudev_1_1asin__func_3_01double_01_4-members.html                                                                         	   38	   37	    3	     3	   183	   179	   26	    26	    1269	     1245	      157	        157	    1323	     1296	      177	        177	
4.0.1/d9/d35/structcv_1_1cudev_1_1exp__func-members.html                                                                                          	   30	   29	    5	     5	   117	   113	   36	    36	     803	      779	      229	        229	     850	      823	      249	        249	
4.0.1/d9/d36/structcv_1_1datasets_1_1TRACK__votObj.html                                                                                           	   59	   58	   22	    22	   223	   219	  102	   102	    1875	     1851	      953	        953	    1938	     1911	      969	        969	
4.0.1/d9/d37/classcv_1_1ml_1_1DTrees_1_1Split.html                                                                                                	  110	  102	   46	    46	   443	   419	  237	   237	    2968	     2815	     1618	       1618	    3178	     3009	     1723	       1723	
4.0.1/d9/d37/classcv_1_1xfeatures2d_1_1DAISY.html                                                                                                 	  549	  511	   84	    84	  2268	  2162	  457	   457	   19460	    18788	     3386	       3386	   20374	    19633	     3724	       3724	
4.0.1/d9/d37/dev__with__OCV__on__Android_8markdown.html                                                                                           	   17	   16	    2	     2	    57	    53	   21	    21	     555	      531	      277	        277	     580	      553	      282	        282	
4.0.1/d9/d38/structcv_1_1cudev_1_1sinh__func_3_01ushort_01_4.html                                                                                 	   67	   63	    7	     7	   299	   288	   57	    57	    2356	     2279	      400	        400	    2446	     2362	      421	        421	
4.0.1/d9/d3a/structcv_1_1cudev_1_1DefaultSplitMergePolicy.html                                                                                    	   48	   47	    9	     9	   154	   150	   48	    48	    1407	     1383	      619	        619	    1471	     1444	      625	        625	
4.0.1/d9/d3a/structcv_1_1cudev_1_1hypot__func_3_01float_01_4-members.html                                                                         	   42	   41	    3	     3	   212	   208	   26	    26	    1511	     1487	      157	        157	    1574	     1547	      177	        177	
4.0.1/d9/d3d/structcv_1_1cudev_1_1PtrTraits_3_01ScharrXPtrSz_3_01SrcPtr_01_4_01_4.html                                                            	   76	   75	   18	    18	   395	   391	  140	   140	    3177	     3153	     1030	       1030	    3312	     3285	     1120	       1120	
4.0.1/d9/d3d/structcv_1_1detail_1_1get__compound__in_3_01cv_1_1GArray_3_01U_01_4_01_4.html                                                        	   52	   50	    6	     6	   237	   230	   55	    55	    1615	     1564	      354	        354	    1695	     1639	      378	        378	
4.0.1/d9/d3e/pyramids_8hpp.html                                                                                                                   	   72	   69	   17	    17	   246	   228	   96	    96	    2289	     2190	      942	        942	    2388	     2274	      987	        987	
4.0.1/d9/d3e/structcv_1_1cudev_1_1hypot__func.html                                                                                                	   61	   57	    7	     7	   282	   271	   50	    50	    2159	     2082	      386	        386	    2257	     2173	      407	        407	
4.0.1/d9/d3e/structured__light_8markdown.html                                                                                                     	   17	   16	    2	     2	    55	    51	   19	    19	     527	      503	      249	        249	     552	      525	      254	        254	
4.0.1/d9/d3f/group__cudaobjdetect.html                                                                                                            	   37	   34	    0	     0	   119	   111	    0	     0	     874	      816	        0	          0	     920	      857	        0	          0	
4.0.1/d9/d3f/structcvflann_1_1MaxDistance-members.html                                                                                            	   44	   43	    8	     8	   164	   160	   51	    51	    1473	     1449	      530	        530	    1535	     1508	      548	        548	
4.0.1/d9/d3f/tutorial_android_dev_intro.html                                                                                                      	  347	  333	  293	   293	  2968	  2949	 2823	  2823	   17473	    17378	    16330	      16330	   19856	    19756	    18661	      18661	
4.0.1/d9/d40/classcv_1_1ClfMilBoost-members.html                                                                                                  	   48	   47	   15	    15	   177	   173	   82	    82	    1474	     1450	      736	        736	    1522	     1495	      762	        762	
4.0.1/d9/d41/group__cudacore__struct.html                                                                                                         	  245	  231	   46	    46	   795	   777	  168	   168	    5827	     5686	     1424	       1424	    6145	     6000	     1532	       1532	
4.0.1/d9/d41/structcv_1_1cudev_1_1log2__func_3_01schar_01_4-members.html                                                                          	   38	   37	    3	     3	   187	   183	   29	    29	    1256	     1232	      154	        154	    1310	     1283	      174	        174	
4.0.1/d9/d41/tutorial__introduction__to__tracker_8markdown.html                                                                                   	   17	   16	    2	     2	    55	    51	   19	    19	     543	      519	      265	        265	     568	      541	      270	        270	
4.0.1/d9/d43/namespacecv_1_1gimpl.html                                                                                                            	   21	   20	    2	     2	    55	    51	    9	     9	     413	      389	       61	         61	     438	      411	       66	         66	
4.0.1/d9/d44/structcv_1_1DetectionBasedTracker_1_1InnerParameters.html                                                                            	   84	   82	   28	    28	   252	   245	   74	    74	    3259	     3214	     1335	       1335	    3329	     3279	     1356	       1356	
4.0.1/d9/d45/table__of__content__objdetect_8markdown.html                                                                                         	   17	   16	    2	     2	    55	    51	   19	    19	     509	      485	      231	        231	     534	      507	      236	        236	
4.0.1/d9/d45/video__processing_8markdown.html                                                                                                     	   17	   16	    2	     2	    57	    53	   21	    21	     511	      487	      233	        233	     536	      509	      238	        238	
4.0.1/d9/d46/group__stitching__blend.html                                                                                                         	  194	  189	   48	    48	   497	   488	  130	   130	    4752	     4686	     1559	       1559	    4874	     4804	     1619	       1619	
4.0.1/d9/d47/classcv_1_1DataDepth-members.html                                                                                                    	   31	   30	    4	     4	   108	   104	   26	    26	     868	      844	      139	        139	     916	      889	      161	        161	
4.0.1/d9/d47/classcvflann_1_1KNNRadiusUniqueResultSet-members.html                                                                                	   98	   97	    3	     3	   356	   352	   26	    26	    3827	     3803	      231	        231	    3925	     3898	      253	        253	
4.0.1/d9/d47/face_changelog.html                                                                                                                  	   64	   63	   41	    41	   403	   399	  310	   310	    2512	     2488	     1890	       1890	    2829	     2802	     2138	       2138	
4.0.1/d9/d47/samples_2cpp_2tutorial_code_2features2D_2Homography_2homography_from_camera_displacement_8cpp-example.html                           	  280	  279	   78	    78	  1390	  1386	  510	   510	   11699	    11675	     3720	       3720	   12249	    12222	     4096	       4096	
4.0.1/d9/d47/structcv_1_1cudev_1_1sqrt__func.html                                                                                                 	   57	   53	    9	     9	   257	   246	   60	    60	    1969	     1892	      472	        472	    2057	     1973	      493	        493	
4.0.1/d9/d48/classcv_1_1DownhillSolver-members.html                                                                                               	  126	  125	    5	     5	   487	   483	   52	    52	    4275	     4251	      384	        384	    4380	     4353	      418	        418	
4.0.1/d9/d48/structcv_1_1cudev_1_1FindMaxValExprBody.html                                                                                         	   70	   66	   10	    10	   265	   254	   54	    54	    2138	     2061	      567	        567	    2231	     2147	      585	        585	
4.0.1/d9/d48/structcv_1_1cudev_1_1YUV__to__BGRA__func.html                                                                                        	   34	   33	    5	     5	   142	   138	   33	    33	    1070	     1046	      259	        259	    1122	     1095	      275	        275	
4.0.1/d9/d49/structcv_1_1cudev_1_1vec__math__detail_1_1SatCastHelper_3_014_00_01VecD_01_4-members.html                                            	   32	   31	    4	     4	   173	   169	   51	    51	    1123	     1099	      348	        348	    1173	     1146	      371	        371	
4.0.1/d9/d4a/classcv_1_1ocl_1_1KernelArg-members.html                                                                                             	  145	  144	   21	    21	   724	   720	  139	   139	    5460	     5436	      731	        731	    5571	     5544	      814	        814	
4.0.1/d9/d4a/structcv_1_1bioinspired_1_1RetinaParameters-members.html                                                                             	   33	   32	    2	     2	   122	   118	   20	    20	    1058	     1034	      139	        139	    1094	     1067	      153	        153	
4.0.1/d9/d4c/structcv_1_1cudev_1_1HSV__to__BGR__func.html                                                                                         	   34	   33	    5	     5	   142	   138	   33	    33	    1064	     1040	      254	        254	    1116	     1089	      270	        270	
4.0.1/d9/d4d/cap__ios_8h.html                                                                                                                     	   49	   48	    6	     6	   114	   110	   23	    23	    1145	     1121	      199	        199	    1177	     1150	      208	        208	
4.0.1/d9/d4d/classcv_1_1ChiHistogramCostExtractor-members.html                                                                                    	  111	  110	    2	     2	   410	   406	   18	    18	    3739	     3715	      131	        131	    3822	     3795	      145	        145	
4.0.1/d9/d4d/classcv_1_1detail_1_1GainCompensator-members.html                                                                                    	   90	   89	    5	     5	   427	   423	   52	    52	    3823	     3799	      338	        338	    3916	     3889	      379	        379	
4.0.1/d9/d4e/structcv_1_1cudev_1_1abs__func-members.html                                                                                          	   30	   29	    6	     6	   117	   113	   43	    43	     803	      779	      284	        284	     850	      823	      309	        309	
4.0.1/d9/d51/classcv_1_1dnn_1_1SoftmaxLayer-members.html                                                                                          	  237	  236	    2	     2	  1113	  1109	   20	    20	    8546	     8522	      115	        115	    8754	     8727	      129	        129	
4.0.1/d9/d51/classcv_1_1reg_1_1MapperGradEuclid.html                                                                                              	  157	  150	   25	    25	   619	   594	   89	    89	    5070	     4908	      970	        970	    5227	     5047	      993	        993	
4.0.1/d9/d51/classcv_1_1ximgproc_1_1DisparityWLSFilter.html                                                                                       	  383	  347	   93	    93	  1613	  1492	  496	   496	   13732	    13042	     4745	       4745	   14517	    13741	     5013	       5013	
4.0.1/d9/d52/structcv_1_1cudev_1_1MakeVec_3_01uint_00_011_01_4.html                                                                               	   46	   45	    7	     7	   225	   221	   58	    58	    1654	     1630	      373	        373	    1722	     1695	      394	        394	
4.0.1/d9/d52/tutorial_java_dev_intro.html                                                                                                         	  299	  292	  197	   197	  1806	  1794	 1510	  1510	   11843	    11779	     9229	       9229	   13151	    13082	    10414	      10414	
4.0.1/d9/d53/aruco_8hpp.html                                                                                                                      	  157	  142	   24	    24	   826	   792	  324	   324	    7542	     7343	     3098	       3098	    7951	     7733	     3334	       3334	
4.0.1/d9/d54/js__bg__subtraction_8markdown.html                                                                                                   	   17	   16	    2	     2	    57	    53	   21	    21	     531	      507	      253	        253	     556	      529	      258	        258	
4.0.1/d9/d57/namespacecv_1_1cnn__3dobj.html                                                                                                       	   41	   40	    2	     2	   160	   156	   11	    11	    1118	     1094	       69	         69	    1189	     1162	       74	         74	
4.0.1/d9/d57/structcv_1_1flann_1_1CvType_3_01unsigned_01short_01_4.html                                                                           	   44	   42	    5	     5	   175	   168	   39	    39	    1238	     1187	      277	        277	    1311	     1255	      295	        295	
4.0.1/d9/d5a/classcv_1_1ocl_1_1Platform-members.html                                                                                              	   60	   59	    8	     8	   254	   250	   42	    42	    1875	     1851	      275	        275	    1923	     1896	      300	        300	
4.0.1/d9/d5a/classcv_1_1ORB-members.html                                                                                                          	  247	  246	   42	    42	   959	   955	  240	   240	    7901	     7877	     2235	       2235	    8089	     8062	     2289	       2289	
4.0.1/d9/d5a/classcv_1_1sfm_1_1libmv__CameraIntrinsicsOptions.html                                                                                	  178	  172	   76	    76	   619	   597	  267	   267	    6063	     5921	     2882	       2882	    6308	     6150	     3032	       3032	
4.0.1/d9/d5b/bounding__rects__circles_8markdown.html                                                                                              	   17	   16	    2	     2	    59	    55	   23	    23	     577	      553	      299	        299	     602	      575	      304	        304	
4.0.1/d9/d5c/classcv_1_1face_1_1MACE.html                                                                                                         	  332	  302	   76	    76	  1436	  1325	  421	   421	   11426	    10765	     2869	       2869	   12031	    11288	     3112	       3112	
4.0.1/d9/d5c/structcv_1_1multicalib_1_1MultiCameraCalibration_1_1edge-members.html                                                                	   48	   47	   11	    11	   227	   223	   84	    84	    1989	     1965	      766	        766	    2032	     2005	      787	        787	
4.0.1/d9/d5d/classcv_1_1TermCriteria.html                                                                                                         	  146	  138	   51	    51	   526	   500	  256	   256	    4536	     4362	     1861	       1861	    4780	     4588	     2023	       2023	
4.0.1/d9/d5e/classcv_1_1rgbd_1_1DepthCleaner.html                                                                                                 	  399	  366	   88	    88	  1315	  1200	  386	   386	   11783	    11108	     4107	       4107	   12244	    11486	     4206	       4206	
4.0.1/d9/d5f/classcv_1_1cudev_1_1color__cvt__detail_1_1RGB2Gray.html                                                                              	   30	   28	   10	    10	   140	   125	   58	    58	    1012	      927	      416	        416	    1058	      960	      432	        432	
4.0.1/d9/d5f/classcv_1_1ocl_1_1Queue-members.html                                                                                                 	   82	   81	   22	    22	   360	   356	  141	   141	    2507	     2483	     1128	       1128	    2560	     2533	     1157	       1157	
4.0.1/d9/d5f/classcv_1_1stereo_1_1Matching-members.html                                                                                           	  120	  119	   19	    19	   539	   535	  103	   103	    4278	     4254	      771	        771	    4362	     4335	      833	        833	
4.0.1/d9/d61/structcvflann_1_1squareDistance_3_01L2_3_01ElementType_01_4_00_01ElementType_01_4-members.html                                       	   32	   31	    2	     2	   185	   181	   24	    24	    1371	     1347	      177	        177	    1434	     1407	      201	        201	
4.0.1/d9/d61/tutorial_py_morphological_ops.html                                                                                                   	  167	  152	   46	    46	   895	   870	  189	   189	    5734	     5564	     1342	       1342	    6364	     6184	     1474	       1474	
4.0.1/d9/d62/namespacecv_1_1viz.html                                                                                                              	  480	  457	   40	    40	  2108	  2078	  179	   179	   16484	    16267	     1396	       1396	   17142	    16916	     1566	       1566	
4.0.1/d9/d63/classcv_1_1rgbd_1_1FastICPOdometry.html                                                                                              	  750	  704	  167	   167	  2525	  2390	  679	   679	   23173	    22406	     7496	       7496	   23916	    23056	     7710	       7710	
4.0.1/d9/d64/classcv_1_1TrackerMOSSE-members.html                                                                                                 	  134	  133	    3	     3	   492	   488	   20	    20	    4174	     4150	      131	        131	    4263	     4236	      146	        146	
4.0.1/d9/d64/structcv_1_1cudev_1_1cos__func_3_01uchar_01_4-members.html                                                                           	   38	   37	    6	     6	   183	   179	   55	    55	    1248	     1224	      326	        326	    1302	     1275	      348	        348	
4.0.1/d9/d65/read__write__attributes_8markdown.html                                                                                               	   17	   16	    2	     2	    57	    53	   21	    21	     555	      531	      277	        277	     580	      553	      282	        282	
4.0.1/d9/d65/structcv_1_1cudev_1_1VecTraits_3_01ushort3_01_4-members.html                                                                         	   48	   47	    3	     3	   267	   263	   29	    29	    1769	     1745	      160	        160	    1832	     1805	      183	        183	
4.0.1/d9/d67/classcv_1_1dnn_1_1ShuffleChannelLayer-members.html                                                                                   	  237	  236	    6	     6	  1113	  1109	   38	    38	    8618	     8594	      331	        331	    8826	     8799	      345	        345	
4.0.1/d9/d67/structcv_1_1datasets_1_1TRACK__votObj-members.html                                                                                   	   37	   36	    2	     2	   149	   145	   20	    20	    1147	     1123	      125	        125	    1183	     1156	      139	        139	
4.0.1/d9/d68/structcv_1_1cudev_1_1tan__func_3_01schar_01_4-members.html                                                                           	   38	   37	    3	     3	   183	   179	   26	    26	    1248	     1224	      151	        151	    1302	     1275	      171	        171	
4.0.1/d9/d6a/group__aruco.html                                                                                                                    	 1856	 1789	  478	   478	  9095	  8987	 3477	  3477	   76267	    75558	    24539	      24539	   80665	    79913	    27229	      27229	
4.0.1/d9/d6a/structcv_1_1cudev_1_1ConvertTuple.html                                                                                               	   46	   45	    7	     7	   204	   200	   57	    57	    1662	     1638	      464	        464	    1743	     1716	      499	        499	
4.0.1/d9/d6b/classcv_1_1GCall-members.html                                                                                                        	   73	   72	   21	    21	   254	   250	  110	   110	    1947	     1923	      988	        988	    1995	     1968	     1012	       1012	
4.0.1/d9/d6b/structcv_1_1datasets_1_1OR__sunObj-members.html                                                                                      	   33	   32	    2	     2	   128	   124	   20	    20	     938	      914	      119	        119	     974	      947	      133	        133	
4.0.1/d9/d6d/classcv_1_1viz_1_1WWidgetMerger-members.html                                                                                         	  204	  203	    8	     8	   986	   982	   55	    55	    7321	     7297	      462	        462	    7410	     7383	      481	        481	
4.0.1/d9/d6d/tutorial_table_of_content_aruco.html                                                                                                 	   54	   53	   22	    22	   264	   260	  172	   172	    1823	     1799	     1141	       1141	    2024	     1997	     1279	       1279	
4.0.1/d9/d6f/classcv_1_1bgsegm_1_1BackgroundSubtractorMOG-members.html                                                                            	  138	  137	    2	     2	   557	   553	   20	    20	    5051	     5027	      143	        143	    5148	     5121	      157	        157	
4.0.1/d9/d6f/classcv_1_1TickMeter.html                                                                                                            	  209	  197	   67	    67	   489	   458	  191	   191	    4325	     4134	     1717	       1717	    4535	     4325	     1841	       1841	
4.0.1/d9/d70/tutorial_py_kmeans_index.html                                                                                                        	   27	   24	    6	     6	    80	    72	   28	    28	     675	      614	      234	        234	     719	      653	      252	        252	
4.0.1/d9/d72/classcv_1_1viz_1_1Color-members.html                                                                                                 	  798	  797	  148	   148	  4182	  4178	 1175	  1175	   28311	    28287	     5789	       5789	   29824	    29797	     6787	       6787	
4.0.1/d9/d73/samples_2cpp_2fitellipse_8cpp-example.html                                                                                           	  566	  565	  183	   183	  2976	  2972	 1101	  1101	   25452	    25428	     6641	       6641	   26243	    26216	     7323	       7323	
4.0.1/d9/d74/classcv_1_1superres_1_1DualTVL1OpticalFlow-members.html                                                                              	  178	  177	    2	     2	   754	   750	   20	    20	    6770	     6746	      139	        139	    6886	     6859	      153	        153	
4.0.1/d9/d75/structcv_1_1cudev_1_1abs__func_3_01schar_01_4-members.html                                                                           	   38	   37	    4	     4	   183	   179	   30	    30	    1248	     1224	      174	        174	    1302	     1275	      196	        196	
4.0.1/d9/d76/classcv_1_1ml_1_1SVM_1_1Kernel-members.html                                                                                          	  100	   99	    3	     3	   406	   402	   36	    36	    3119	     3095	      182	        182	    3201	     3174	      207	        207	
4.0.1/d9/d76/classcv_1_1videostab_1_1MotionStabilizationPipeline.html                                                                             	   98	   93	   17	    17	   359	   337	   73	    73	    3303	     3165	      899	        899	    3425	     3270	      916	        916	
4.0.1/d9/d77/classcv_1_1detail_1_1PlanePortraitWarper.html                                                                                        	  173	  165	   16	    16	   783	   758	   79	    79	    7812	     7651	      857	        857	    8010	     7832	      893	        893	
4.0.1/d9/d77/structcv_1_1cudev_1_1GlobPtr.html                                                                                                    	  157	  150	   36	    36	   637	   622	  188	   188	    4579	     4471	     1404	       1404	    4860	     4744	     1519	       1519	
4.0.1/d9/d77/structcv_1_1cudev_1_1negate.html                                                                                                     	   55	   51	    7	     7	   223	   212	   45	    45	    1686	     1609	      324	        324	    1771	     1687	      345	        345	
4.0.1/d9/d77/structcv_1_1cudev_1_1RGB__to__HLS4__func.html                                                                                        	   34	   33	    6	     6	   146	   142	   47	    47	    1070	     1046	      317	        317	    1122	     1095	      333	        333	
4.0.1/d9/d7a/classcv_1_1xphoto_1_1WhiteBalancer.html                                                                                              	  191	  162	   18	    18	   825	   708	   82	    82	    6971	     6295	      670	        670	    7280	     6515	      700	        700	
4.0.1/d9/d7a/structcv_1_1cudev_1_1RGB__to__YUV4__func.html                                                                                        	   34	   33	    5	     5	   146	   142	   37	    37	    1070	     1046	      259	        259	    1122	     1095	      275	        275	
4.0.1/d9/d7a/transformations_8markdown.html                                                                                                       	   17	   16	    2	     2	    57	    53	   21	    21	     531	      507	      253	        253	     556	      529	      258	        258	
4.0.1/d9/d7a/variant_8hpp.html                                                                                                                    	   99	   96	   18	    18	   394	   376	  127	   127	    3014	     2915	      851	        851	    3149	     3035	      923	        923	
4.0.1/d9/d7b/classcvflann_1_1KNNResultSet-members.html                                                                                            	   58	   57	    3	     3	   206	   202	   23	    23	    1953	     1929	      169	        169	    2020	     1993	      188	        188	
4.0.1/d9/d7c/classcv_1_1utils_1_1optional__shared__lock__guard-members.html                                                                       	   44	   43	    4	     4	   203	   199	   26	    26	    1655	     1631	      227	        227	    1705	     1678	      246	        246	
4.0.1/d9/d7d/structcv_1_1detail_1_1WrapValue.html                                                                                                 	   76	   74	   24	    24	   263	   256	  112	   112	    1930	     1879	      881	        881	    2052	     1996	      937	        937	
4.0.1/d9/d7f/classcv_1_1utils_1_1shared__lock__guard.html                                                                                         	  104	   97	   20	    20	   422	   396	   79	    79	    3437	     3259	      822	        822	    3567	     3370	      861	        861	
4.0.1/d9/d80/classcv_1_1cuda_1_1CascadeClassifier.html                                                                                            	  446	  406	   98	    98	  1783	  1661	  437	   437	   15887	    15175	     4037	       4037	   16573	    15778	     4278	       4278	
4.0.1/d9/d80/training_8markdown.html                                                                                                              	   17	   16	    2	     2	    55	    51	   19	    19	     495	      471	      217	        217	     520	      493	      222	        222	
4.0.1/d9/d81/classcv_1_1SparsePyrLKOpticalFlow-members.html                                                                                       	  146	  145	    9	     9	   568	   564	   77	    77	    5275	     5251	      560	        560	    5391	     5364	      604	        604	
4.0.1/d9/d82/paillou__filter_8hpp.html                                                                                                            	   50	   46	    4	     4	   161	   142	   37	    37	    1504	     1398	      327	        327	    1565	     1444	      348	        348	
4.0.1/d9/d83/namespacecv_1_1va__intel.html                                                                                                        	   48	   44	    4	     4	   179	   172	   27	    27	    1647	     1600	      226	        226	    1698	     1648	      247	        247	
4.0.1/d9/d84/classcv_1_1viz_1_1WCloudCollection-members.html                                                                                      	  208	  207	    9	     9	  1018	  1014	   76	    76	    7637	     7613	      664	        664	    7734	     7707	      691	        691	
4.0.1/d9/d84/structcv_1_1Accumulator_3_01unsigned_01short_01_4.html                                                                               	   40	   39	    5	     5	   161	   157	   34	    34	    1225	     1201	      270	        270	    1290	     1263	      288	        288	
4.0.1/d9/d85/classcv_1_1dnn_1_1InnerProductLayer-members.html                                                                                     	  237	  236	    2	     2	  1113	  1109	   20	    20	    8595	     8571	      125	        125	    8803	     8776	      139	        139	
4.0.1/d9/d85/classcv_1_1ml_1_1KNearest-members.html                                                                                               	  210	  209	   26	    26	   951	   947	  173	   173	    7435	     7411	     1508	       1508	    7594	     7567	     1549	       1549	
